userName	handleFollowed	popularityScore	date	time
someplacepics	https://www.instagram.com/debupcycles/	0.2603986135181976	2019-02-07	22:09:29.178139
someplacepics	https://www.instagram.com/romina_black/	0.5287508261731659	2019-02-07	22:11:00.378683
someplacepics	https://www.instagram.com/anneaventurestoyreview/	0.35553555355535554	2019-02-09	09:36:15.189139
someplacepics	https://www.instagram.com/c_mychan/	0.21319388576025744	2019-02-09	09:37:14.431640
someplacepics	https://www.instagram.com/cocoharu311/	0.2669149596523898	2019-02-09	09:38:02.000092
someplacepics	https://www.instagram.com/kuku_0920_/	0.4777777777777778	2019-02-09	09:38:45.854697
someplacepics	https://www.instagram.com/mako1061world/	0.4258474576271186	2019-02-09	09:44:47.062260
someplacepics	https://www.instagram.com/javierbolado/	0.5098218364550022	2019-02-09	09:45:34.224927
someplacepics	https://www.instagram.com/choconerri/	0.4657534246575342	2019-02-09	09:46:26.915723
someplacepics	https://www.instagram.com/tanabatacosmetics/	0.09926082365364307	2019-02-09	09:47:19.439622
someplacepics	https://www.instagram.com/formulaoneitalia/	0.8593471810089021	2019-02-09	09:48:11.619251
someplacepics	https://www.instagram.com/kiwipham6789/	0.4075403949730701	2019-02-09	09:48:57.529407
someplacepics	https://www.instagram.com/deepu.soora/	0.3752941176470588	2019-02-09	09:50:22.819616
someplacepics	https://www.instagram.com/pallabisutar/	0.6144244105409153	2019-02-09	09:51:48.606114
someplacepics	https://www.instagram.com/meolee_tanabata/	0.25089605734767023	2019-02-09	09:52:26.362613
someplacepics	https://www.instagram.com/stefaniadorisfarnesi/	0.13601127554615927	2019-02-09	09:53:46.902559
someplacepics	https://www.instagram.com/tanabataestudio/	0.3074501573976915	2019-02-09	09:54:44.836287
someplacepics	https://www.instagram.com/valkyrie_bone_crafts/	0.5321637426900585	2019-02-10	11:12:17.704745
someplacepics	https://www.instagram.com/bunita.b.bunsworth/	0.4788602941176471	2019-02-10	11:13:10.022912
someplacepics	https://www.instagram.com/bunny_ofinsta/	0.7669071235347159	2019-02-10	11:13:56.015622
someplacepics	https://www.instagram.com/dan_gourley/	0.3604465709728867	2019-02-10	11:15:10.437669
someplacepics	https://www.instagram.com/trvlgateway/	0.5161674056450741	2019-02-10	11:15:49.659936
someplacepics	https://www.instagram.com/chesterhfx/	0.4107883817427386	2019-02-10	11:17:06.942806
someplacepics	https://www.instagram.com/photo_bydibell/	0.2909090909090909	2019-02-11	21:09:19.480654
someplacepics	https://www.instagram.com/jhdreamcatching/	0.3721973094170404	2019-02-11	21:10:32.234465
someplacepics	https://www.instagram.com/purry_fotato/	0.6111111111111112	2019-02-11	21:12:06.098669
someplacepics	https://www.instagram.com/holisticadventure/	0.15127081507449605	2019-02-11	21:13:17.499803
someplacepics	https://www.instagram.com/travelassociates_newcastle/	0.2631959508315257	2019-02-11	21:14:13.219693
someplacepics	https://www.instagram.com/shane_langman/	0.31868131868131866	2019-02-11	21:24:41.930838
someplacepics	https://www.instagram.com/sporclehq/	0.7043478260869566	2019-02-11	21:28:22.512229
someplacepics	https://www.instagram.com/ebitampura/	0.3482142857142857	2019-02-11	21:29:03.859072
someplacepics	https://www.instagram.com/quelabsb/	0.11928651059085844	2019-02-11	21:29:41.789085
someplacepics	https://www.instagram.com/chickensoopx/	0.3710691823899371	2019-02-11	21:31:28.538708
someplacepics	https://www.instagram.com/betta_chihua/	0.681668496158068	2019-02-11	21:32:29.716800
someplacepics	https://www.instagram.com/lucidmirage/	0.25	2019-02-11	21:33:39.597682
someplacepics	https://www.instagram.com/trisutrisno_mn/	0.2924791086350975	2019-02-11	21:35:02.553375
someplacepics	https://www.instagram.com/maintainingmediocrity/	0.8390652557319224	2019-02-11	21:36:36.102370
someplacepics	https://www.instagram.com/shanookthebrave/	0.20583468395461912	2019-02-11	21:37:33.845698
someplacepics	https://www.instagram.com/tamardetectorist/	0.5236194278110445	2019-02-11	21:38:53.860020
someplacepics	https://www.instagram.com/klgons/	0.42268041237113396	2019-02-11	21:39:33.759617
someplacepics	https://www.instagram.com/kathleen.strumila/	0.2988165680473373	2019-02-11	21:40:16.500095
someplacepics	https://www.instagram.com/jfoff/	0.6326707000864304	2019-02-11	21:43:06.556638
someplacepics	https://www.instagram.com/godwinaseanbernicek/	0.09774478694469628	2019-02-11	21:44:08.642952
someplacepics	https://www.instagram.com/thediddiandlulushow/	0.4250778346891634	2019-02-11	21:45:29.009132
someplacepics	https://www.instagram.com/lizprocrafts/	0.2893401015228426	2019-02-11	21:46:24.538128
someplacepics	https://www.instagram.com/nkikiwame/	0.1386929948283968	2019-02-11	21:47:24.164698
someplacepics	https://www.instagram.com/plantgevity/	0.3025435073627845	2019-02-11	21:48:39.523654
someplacepics	https://www.instagram.com/starsoftomorrowct/	0.18326118326118326	2019-02-11	21:49:45.961957
